CVE-2021-44832,patch,trigger_status,version_status,reason,affected_ga,vulnerable_version,patched_version,patch_branch,备注
CVE-2022-25647,"https://github.com/google/gson/commit/e6fae590cf2a758c47cd5a17f9bf3780ce62c986
CVE-2018-25007,https://github.com/vaadin/flow/pull/4774,pass,,,,,,,,
CVE-2021-45029,https://github.com/apache/incubator-shenyu/commit/725b906d5b4c3410a3ccade10da28abc7dd1c3bc,no,,patch 方式是重构,,,,,,
CVE-2017-2601,https://github.com/jenkinsci/jenkins/commit/fd2e081b947124c90bcd97bfc55e1a7f2ef41a74,no,,maven2 缺失 jar,,,,,,
CVE-2018-16521,https://github.com/openmrs/openmrs-module-htmlformentry/pull/138,no,,maven jar 缺失,,,,,,
CVE-2017-17532,https://github.com/aws/aws-dynamodb-encryption-java/commit/7de5f5a5929271ab25bce685089eb7ec564dac4b,pass,,,,,,,,
CVE-2019-10158,"https://github.com/infinispan/infinispan/commit/debdf5447da3626d2f970050ca79cdf98bf87661
https://github.com/infinispan/infinispan/pull/6960
https://github.com/infinispan/infinispan/commit/245a0d0b169001e5a22c0ec9903942e617c0743f
https://github.com/infinispan/infinispan/commit/4b381c5910265972ccaabefbdbd16a2b929f6b72
https://github.com/infinispan/infinispan/commit/7341da552a13cb9e8a44cd13c984d1f46310653e
https://github.com/infinispan/infinispan/pull/7025",no,,测试框架不是 junit,,,,,,
CVE-2018-1000202,https://github.com/jenkinsci/groovy-postbuild-plugin/commit/f846d5cecad936b11735649e05b93681d60f3630,no,,,,,,,,
CVE-2021-26919,https://github.com/apache/druid/commit/48953e3508967f5156c69676432b5d4dd25ea678,pass,,,,,,,,
CVE-2022-23082,https://github.com/whitesource/CureKit/commit/af35e870ed09411d2f1fae6db1b04598cd1a31b6,yes,tagged,,,,,,,
CVE-2021-4104,"https://github.com/apache/logging-log4j2/pull/608#issuecomment-991723301
https://github.com/apache/logging-log4j2/pull/608#issuecomment-990494126
https://github.com/apache/logging-log4j2/pull/608",no,,patch 不正确,,,,,,
CVE-2020-35217,https://github.com/vert-x3/vertx-web/pull/1613,pass,,,,,,,,
CVE-2021-44145,"https://github.com/apache/nifi/commit/200538a2903be98567ecfa1981967e714920d8cd
https://github.com/apache/nifi/pull/5542",no,,依赖缺失,,,,,,
CVE-2019-12741,"https://github.com/hapifhir/hapi-fhir/commit/8f41159eb147eeb964cad68b28eff97acac6ea9a
https://github.com/jamesagnew/hapi-fhir/commit/8f41159eb147eeb964cad68b28eff97acac6ea9a",no,,没有 testcase,,,,,,
CVE-2021-32053,https://github.com/hapifhir/hapi-fhir/pull/2642,pass,,,,,,,,
CVE-2021-39181,https://github.com/OpenOLAT/OpenOLAT/commit/3f219ac457afde82e3be57bc614352ab92c05684,pass,,,,,,,,
CVE-2021-32732,https://github.com/xwiki/xwiki-platform/commit/f0440dfcbba705e03f7565cd88893dde57ca3fa8,no,no,,,,,,,
CVE-2022-30949,https://github.com/jenkinsci/repo-plugin/commit/8c9cbb88baffc64d1b63183235eb86c773108235,pass,,,,,,,,
CVE-2021-39209,https://github.com/apache/poi/commit/7f9f8e9afa8160ef401ec8b3416d36428e928e2f,no,,patch 不正确,,,,,,
CVE-2020-14326,https://github.com/resteasy/Resteasy/commit/dd255d654f15b5b270a166d695f8813dc08675d4,yes,tagged,,,,,,,
CVE-2021-43290,"https://github.com/gocd/gocd/commit/4c4bb4780eb0d3fc4cacfc4cfcc0b07e2eaf0595
https://github.com/gocd/gocd/commit/c22e0428164af25d3e91baabd3f538a41cadc82f",pass,,,,,,,,
CVE-2021-39236,https://github.com/apache/ozone/pull/1871,pass,,,,,,,,
CVE-2021-25929,"https://github.com/OpenNMS/opennms/commit/66c1f626bf38a7d1a9530b4d68598269ee5245a2
https://github.com/OpenNMS/opennms/commit/eb08b5ed4c5548f3e941a1f0d0363ae4439fa98c",no,,,,,,,,
CVE-2022-25183,https://github.com/jenkinsci/workflow-cps-global-lib-plugin/commit/d9adda35f647fe036900e93ae9bd3b681676ebf6,no,,,,,,,,
CVE-2022-25176,https://github.com/jenkinsci/workflow-cps-plugin/commit/f7ae7b75a457976853539bff1db52373b85fdb85,no,,patch 版本模糊,,,,,,
,,,,,,,,,,
CVE-2023-51074,https://github.com/jenkinsci/parameterized-trigger-plugin/commit/6b7cd2272cbd9f97416bff7ea19132b9aad0898d,no,,,,,,,,
CVE-2017-7957,https://github.com/x-stream/xstream/commit/b3570be2f39234e61f99f9a20640756ea71b1b4,yes,tagged,,,,,,,
,https://github.com/x-stream/xstream/commit/6e546ec366419158b1e393211be6d78ab9604ab,,,,,,,,,
,"https://github.com/x-stream/xstream/commit/8542d02d9ac5d384c85f4b33d6c1888c53bd55d
",,,,,,,,,
,https://github.com/x-stream/xstream/commit/b3570be2f39234e61f99f9a20640756ea71b1b40,,,,,,,,,
CVE-2022-20614,https://github.com/jenkinsci/mailer-plugin/commit/b6d6a3bbeea8666f820d1620e757c72cb801604d,,,,,,,,,
CVE-2020-13973,https://github.com/OWASP/json-sanitizer/commit/f3512bab078af3f5c533dacc2d410add8c0c1124,yes,tagged,,,,,,,
CVE-2016-0750,https://github.com/infinispan/infinispan/commit/f2989a9b7b5ef2d3be690250d9d1bc7b2fa045d7,no,测试框架不是 junit,,,,,,,
CVE-2018-1000134,"https://github.com/pingidentity/ldapsdk/commit/8471904a02438c03965d21367890276bc25fa5a6
https://github.com/pingidentity/ldapsdk/commit/8471904a02438c03965d21367890276bc25fa5a6#diff-f6cb23b459be1ec17df1da33760087fd
https://github.com/pingidentity/ldapsdk/commit/801111d8b5c732266a5dbd4b3bb0b6c7b94d7afb",no,漏洞函数 protected,,,,,,,
CVE-2022-23107,https://github.com/jenkinsci/warnings-ng-plugin/commit/3a4d44156874afcb925988891a7131296b752442,no,,,,,,,,
CVE-2022-23108,https://github.com/jenkinsci/badge-plugin/commit/468a59527a9b906f1790486674b3b6475bf2f4a3,no,,,,,,,,
CVE-2018-1000195,https://github.com/jenkinsci/jenkins/commit/6eea1e97840b5623829b2c1fd2e363c045bdc230,no,,maven2 缺失 jar,,,,,,
CVE-2019-10754,https://github.com/apereo/cas/commit/40bf278e66786544411c471de5123e7a71826b9f,pass,,,,,,,,
CVE-2021-45457,"https://github.com/apache/kylin/pull/1782/commits/c6525128fd9f0222e3049800c8d215f374e5caaa
https://github.com/apache/kylin/pull/1782
https://github.com/apache/kylin/pull/1781",pass,,,,,,,,
CVE-2022-25178,https://github.com/jenkinsci/workflow-cps-global-lib-plugin/commit/ace0de3c2d691662021ea10306eeb407da6b6365,no,,,,,,,,
CVE-2022-23596,https://github.com/junrar/junrar/commit/7b16b3d90b91445fd6af0adfed22c07413d4fab7,yes,tagged,,,,,,,
CVE-2007-2616,https://github.com/apache/httpcomponents-client/commit/0554271750599756d4946c0d7ba43d04b1a7b220,no,,,,,,,,
CVE-2021-36372,https://github.com/apache/ozone/pull/2329,pass,,,,,,,,
CVE-2021-27807,https://github.com/apache/pdfbox/commit/5c5a837140fbb4ef78bb5ef9f29ad537c872c83e,yes,tagged,protected,,,,,,
CVE-2017-5929,https://github.com/qos-ch/logback/commit/f46044b805bca91efe5fd6afe52257cd02f775f8,no,,修复方式依赖新加类,,,,,,
CVE-2021-35043,https://github.com/nahsra/antisamy/commit/be6a42b2a3e2600c774d91f9fb830c44bfc217fc,yes,tagged,存在 protected,,,,,,
CVE-2019-10080,https://github.com/apache/nifi/pull/3507,no,,依赖问题,,,,,,
CVE-2012-5633,"https://github.com/apache/cxf/commit/1a6b532d53a7b98018871982049e4b0c80dc837c
https://github.com/apache/cxf/commit/94a98b3fe9c79e2cf3941acbbad216ba54999bc0",no,,,,,,,,
CVE-2016-1000344,https://github.com/bcgit/bc-java/commit/9385b0ebd277724b167fe1d1456e3c112112be1f,no,,testcase 不是攻击vulnerable的,,,,,,
CVE-2018-1271,"https://github.com/spring-projects/spring-framework/commit/b9ebdaaf3710db473a2e1fec8641c316483a22aa
https://github.com/spring-projects/spring-framework/commit/0e28bee0f155b9bf240b4bafc4646e4810cb23f8",pending,,需要 Win 测试,,,,,,
CVE-2020-7647,https://github.com/jooby-project/jooby/commit/34f526028e6cd0652125baa33936ffb6a8a4a009,no,,protected,,,,,,
CVE-2020-25689,"https://github.com/wildfly/wildfly-core/commit/5a8a65c2e3310fe0c0143581c677855516148215
https://github.com/wildfly/wildfly-core/pull/4308",pass,,,,,,,,
CVE-2017-4322,https://github.com/FasterXML/jackson-core/commit/96642978dcf1b69cba68ec72cb2f652d59a8b5be,pending,,成功触发，但是这个CVE在NVD官网已经被REJECT了,,,,,,
CVE-2013-0158,"https://github.com/jenkinsci/jenkins/commit/a9aff088f327278a8873aef47fa8f80d3c5932fd
https://github.com/jenkinsci/jenkins/commit/4895eaafca468b7f0f1a3166b2fca7414f0d5da5
https://github.com/jenkinsci/jenkins/commit/94a8789b699132dd706021a6be1b78bc47f19602",no,,maven2 缺失 jar,,,,,,
CVE-2022-23945,"https://github.com/apache/incubator-shenyu/commit/9a02215013037e1cc8cd41f216164628a9e9e28f
https://github.com/apache/incubator-shenyu/pull/2723",pass,,,,,,,,
CVE-2017-2608,https://github.com/jenkinsci/jenkins/commit/a814154695e23dc37542af7d40cacc129cf70722,no,,maven2 缺失 jar,,,,,,
CVE-2022-24861,"https://github.com/vran-dev/databasir/commit/ca22a8fef7a31c0235b0b2951260a7819b89993b
https://github.com/vran-dev/databasir/pull/103",pass,,,,,,,,
CVE-2020-11612,https://github.com/netty/netty/pull/9924,pending,,漏洞是内存爆炸，但是testcase测试的是sanitizer是否生效，不算PoC？,,,,,,
CVE-2021-43797,https://github.com/netty/netty/commit/07aa6b5938a8b6ed7a6586e066400e2643897323,yes,tagged,,,,,,,
CVE-2014-2058,https://github.com/jenkinsci/jenkins/commit/b6b2a367a7976be80a799c6a49fa6c58d778b50e,no,,,,,,,,
CVE-2021-44228,"https://github.com/apache/logging-log4j2/commit/f819c83804152cb6ed94cb408302e36b21b65053
https://github.com/apache/logging-log4j2/commit/70edc233343815d5efa043b54294a6fb065aa1c5
https://github.com/apache/logging-log4j2/pull/608#issuecomment-990494126
https://github.com/apache/logging-log4j2/pull/608",yes,tagged,,,,,,,
CVE-2021-41973,https://github.com/apache/mina/commit/3bca0bcc3e4615ea234879350c08fd4c4c3fbd20,yes,tagged,,,,,,,
CVE-2017-4974,"https://github.com/cloudfoundry/uaa/commit/b6d6526cb89120043d390bf0274cd062e9fc452
https://github.com/cloudfoundry/uaa/commit/74b9b270787aa602196d59d58893c3a6e09816f9
https://github.com/cloudfoundry/uaa/commit/01edea6337c8ddb2ab80906aa1254d3c1dc02fbd",pending,,组件定位困难,,,,,,
CVE-2017-1000427,https://github.com/hazelcast/hazelcast/pull/17722,no,,Patch 错误,,,,,,
CVE-2021-37580,"https://github.com/apache/incubator-shenyu/pull/2357
https://github.com/apache/incubator-shenyu/pull/2357/commits/c07f247efe54ac2139a6e196f844d12dd6caa8c2",pass,,,,,,,,
CVE-2021-33605,"https://github.com/vaadin/flow-components/pull/1903
https://github.com/vaadin/flow-components/commit/eaf6e7afac5d9744e2a8b6797d3386858c95a4a0",no,,testcase 涉及到与外部浏览器交互,,,,,,
CVE-2019-11282,https://github.com/cloudfoundry/uaa/commit/bf2a336b37c43c190fabb8c0756a4566034f3c14,no,,组件定位困难,,,,,,
CVE-2016-6809,https://github.com/tballison/jmatio/commit/0d6294332e481180c951b648d37607ad5754d331,no,,Patch 错误,,,,,,
CVE-2021-22573,"https://github.com/googleapis/google-oauth-java-client/commit/22419d60579ef4c1a8a256a90e6ca7bc58f09aa1
https://github.com/googleapis/google-oauth-java-client/pull/861",pass,,,,,,,,
CVE-2020-10734,"https://github.com/keycloak/keycloak/commit/aacae9b9acb0fbedc49d4f88c9fbd7aa11922dce
https://github.com/keycloak/keycloak/pull/11009",pass,,,,,,,,
CVE-2015-7940,https://github.com/bcgit/bc-java/commit/5cb2f05,no,,testcase 太复杂,,,,,,
CVE-2019-17555,https://github.com/apache/olingo-odata4/pull/61,no,,protected,,,,,,
CVE-2014-2061,https://github.com/jenkinsci/jenkins/commit/bf539198564a1108b7b71a973bf7de963a6213ef,no,,,,,,,,
CVE-2021-32623,https://github.com/opencast/opencast/commit/16b0d641713fe31b8518fcf14fc5e4e815d81206,no,,,,,,,,
CVE-2018-8088,"https://github.com/qos-ch/slf4j/commit/918a055bdf87867f69693cf82727fa435c489e25
https://github.com/qos-ch/slf4j/commit/c15d3c1dab0c3398011dec3a16ad3e45b75ae70d",no,,no testcase,,,,,,
CVE-2016-4999,https://github.com/dashbuilder/dashbuilder/commit/8574899e3b6455547b534f570b2330ff772e524b,no,,依赖复杂,,,,,,
CVE-2009-3462,https://github.com/undertow-io/undertow/commit/db0f5be43f8e2a4b88fbedd2eb6d5a95a29ceaa8,pass,,,,,,,,
CVE-2017-2598,https://github.com/jenkinsci/jenkins/commit/e6aa166246d1734f4798a9e31f78842f4c85c28b,no,,,,,,,,
CVE-2017-2606,https://github.com/jenkinsci/jenkins/commit/09cfbc9cd5c9df7c763bc976b7f5c51266b63719,no,,,,,,,,
CVE-2019-18394,https://github.com/igniterealtime/Openfire/pull/1497,no,,maven 版本缺失,,,,,,
CVE-2020-26883,https://github.com/playframework/playframework/pull/10495,pass,,,,,,,,
CVE-2017-12624,"https://github.com/apache/cxf/commit/896bd961cbbb6b8569700e5b70229f78f94ad9dd
https://github.com/apache/cxf/commit/8bd915bfd7735c248ad660059c6b6ad26cdbcdf6
https://github.com/apache/cxf/commit/a2ce435cf0eedc8158d118d6d275114408d2a376",pass,,,,,,,,
CVE-2020-9149,https://github.com/apache/commons-codec/commit/48b615756d1d770091ea3322eefc08011ee8b113,no,,Patch 错误,,,,,,
CVE-2013-6430,"https://github.com/spring-projects/spring-framework/commit/7a7df6637478607bef0277bf52a4e0a03e20a248
https://github.com/spring-projects/spring-framework/commit/f5c9fe69a444607af667911bd4c5074b5b073e7b",yes,tagged,,,,,,,
CVE-2022-29183,https://github.com/gocd/gocd/pull/9829/commits/bda81084c0401234b168437cf35a63390e3064d1,no,,maven jar 缺失,,,,,,
CVE-2022-30954,https://github.com/jenkinsci/blueocean-plugin/commit/9f44b895d018c514d5dccc1f2190a2a029e58259,no,,,,,,,,
CVE-2017-1000401,https://github.com/jenkinsci/jenkins/commit/09d60462b9edf775f08568601bb3e2cfd8075368,no,,,,,,,,
CVE-2013-2055,https://github.com/apache/wicket/commit/4c437fef16e9c8705cd79246eae67993077490f4,yes,tagged,,,,,,,
CVE-2022-29546,https://github.com/HtmlUnit/htmlunit-neko/commit/9d2aecd69223469e40c12ca3edddda09009110cc,yes,tagged,,,,,,,
CVE-2021-32634,https://github.com/NationalSecurityAgency/emissary/commit/40260b1ec1f76cc92361702cc14fa1e4388e19d7,pass,,,,,,,,
CVE-2019-9843,https://github.com/diffplug/spotless/pull/369,no,,maven jar 缺失,,,,,,
CVE-2012-6119,https://github.com/candlepin/candlepin/commit/f4d93230e58b969c506b4c9778e04482a059b08c,no,,maven jar 缺失,,,,,,
CVE-2003-0602,https://github.com/keycloak/keycloak/commit/ac79fd0c23c6947a04073afc61e30d341498438e,pass,,,,,,,,
CVE-2016-1000352,https://github.com/bcgit/bc-java/commit/9385b0ebd277724b167fe1d1456e3c112112be1f,no,,,,,,,,
CVE-2022-25175,https://github.com/jenkinsci/workflow-multibranch-plugin/commit/71c3f0a6ccdb2ba43f43686826b0d62160df85e8,no,,,,,,,,
CVE-2021-38296,https://github.com/apache/spark/commit/1cb0f7db88a4aea20ab95cb07825d13f8e0f25aa,pass,,,,,,,,
CVE-2022-22968,https://github.com/spring-projects/spring-framework/commit/833e750175349ab4fd502109a8b41af77e25cdea,yes,tagged,,,,,,,
CVE-2015-7549,https://github.com/apache/ignite/pull/9610,no,,patch 不正确,,,,,,
CVE-2021-22051,https://github.com/spring-cloud/spring-cloud-gateway/commit/3ebb6aa5c89e8ee9e7052e168d596d4f28eca86c,pass,,,,,,,,
